,text,searchTerm,disease,processed_text
2268,"Top Selling #Prescription #Drugs 
#Humira, #Eylea, #Revlimid, #Rituxan, #Enbrel, #Herceptin, #Eliquis, #Avastin, 
#MedsMinders #Meds Reminder won't let you miss taking your meds with alarms even personal voice recordings for #iphone #ipad #App https://t.co/kUffx8XeUp https://t.co/Nkw2nizLSS",Herceptin,Cancer,"['top', 'sell', 'prescript', 'remind', 'wont', 'let', 'miss', 'take', 'even', 'person', 'voic']"
2269,"Celltrion receives CRLs for Rituxan, Herceptin biosimilars https://t.co/v6WVMkyNcs https://t.co/o5wCMNNm1v",Herceptin,Cancer,[]
2270,"@ThisisDavina @vicky_0 I don't understand this. I was diagnosed and treated very quickly at age 27. December: I have a lump (&amp;a 4 month old baby)  January: chemo, surgery, radiotherapy, herceptin. Regular mammograms. My sister was checked.  Just a goo",Herceptin,Cancer,"['dont', 'understand', 'quickli', 'age', 'lump', 'month', 'old', 'babi', 'surgeri', 'radiotherapi', 'regular', 'sister', 'check', 'goo']"
2271,#me 4years #post #cancer #grade3aggressive #breastcancer #mastectomy #axillary #clearance #chemo #radio #herceptin make each day count <U+2764><U+FE0F> https://t.co/JnY7J93wpF,Herceptin,Cancer,"['post', 'cancer', 'mastectomi', 'axillari', 'clearanc', 'radio', 'make', 'day', 'count']"
2272,"Celltrion receives CRLs for Rituxan, Herceptin biosimilars https://t.co/ZjeaoedSdO https://t.co/zXNnMAsxbQ",Herceptin,Cancer,[]
2273,@Chieflysquirrel It hasn't gotten any worse so that's good. And things have sort of changed with the cancer because it mutated. So now there were HER2+ cells showing up so they can use herceptin to help fight it. Whereas before it was triple negative brea,Herceptin,Cancer,"['gotten', 'wors', 'that', 'good', 'sort', 'cancer', 'show', 'use', 'help', 'fight', 'wherea', 'tripl', 'neg']"
2274,RT @CathyEngMD: @NicoleKuderer @GIcancerDoc @aakonc @DrR_DUNNE @loconte @yzafar @RyanNipp @cancerassassin1 @ShaalanBeg @TGeorgeMD @marshaljâ€¦,Herceptin,Cancer,[]
2275,RT @CathyEngMD: @NicoleKuderer @GIcancerDoc @aakonc @DrR_DUNNE @loconte @yzafar @RyanNipp @cancerassassin1 @ShaalanBeg @TGeorgeMD @marshaljâ€¦,Herceptin,Cancer,[]
2276,@NicoleKuderer @GIcancerDoc @aakonc @DrR_DUNNE @loconte @yzafar @RyanNipp @cancerassassin1 @ShaalanBeg @TGeorgeMD @marshalj23 @SWOG We need to continue to educate providers and patients the benefit of HER2 testing and itâ€™s role in EGFR resistance and th,Herceptin,Cancer,"['need', 'continu', 'educ', 'benefit', 'test', 'role', 'resist', 'th']"
2277,"I see you're an oncology RN. So is my cuz. I found a lump at 39 that was breast cancer. Rec'd ACT and once a week for a year got Herceptin. I love my oncology nurses--they were the kindest, most compassionate,  good spirited people I ever met. Thank you, thank you, thank you!!! https://t.co/2jhPa7xcdB",Herceptin,Cancer,"['see', 'oncolog', 'found', 'lump', 'breast', 'cancer', 'act', 'week', 'year', 'got', 'love', 'oncolog', 'compassion', 'good', 'spirit', 'peopl', 'ever', 'met', 'thank', 'thank', 'thank']"
2278,@Namkyo1605Maria @PamelaD66560527 @joziuh @CNN Only 7 more chemo sessions left followed by radiation then Herceptin till next year. Does your state have universal health care. My understanding was that America does not have #universalhealthcare,Herceptin,Cancer,"['session', 'left', 'radiat', 'till', 'next', 'year', 'state', 'univers', 'health', 'care', 'understand']"
2279,"@julie_library @PamelaD66560527 @joziuh @CNN I went through breast cancer treatment too. I did not pay a cent for chemotherapy treatment, or a partial mastectomy, radiation, Herceptin treatment, and the after care pill. PS. I donâ€™t live in Canada either",Herceptin,Cancer,"['went', 'breast', 'cancer', 'treatment', 'pay', 'cent', 'chemotherapi', 'treatment', 'partial', 'mastectomi', 'radiat', 'treatment', 'care', 'pill', 'dont', 'live', 'canada', 'either']"
2280,"Celltrion receives CRLs for Rituxan, Herceptin biosimilars https://t.co/cANYt8aZ8g https://t.co/F17Y961Zc7",Herceptin,Cancer,[]
2281,@canisgallicus Best of luck with the Herceptin Michelle! You are in the final homestraight now. I finished my active treatment for breast cancer last year. Hope you are recovering well from chemo &amp; rads xxx,Herceptin,Cancer,"['best', 'luck', 'final', 'finish', 'activ', 'treatment', 'breast', 'cancer', 'last', 'year', 'hope', 'well']"
2282,"RT @demycolton: Celltrion receives CRLs for Rituxan, Herceptin biosimilars https://t.co/k2BKNliLPT https://t.co/oMnkgxDIG5",Herceptin,Cancer,[]
2283,"Celltrion receives CRLs for Rituxan, Herceptin biosimilars https://t.co/v6WVMkyNcs https://t.co/iTWqG6iccP",Herceptin,Cancer,[]
2284,"Celltrion receives CRLs for Rituxan, Herceptin biosimilars https://t.co/k2BKNliLPT https://t.co/oMnkgxDIG5",Herceptin,Cancer,[]
2285,"@BuyersStrike @zbiotech yeah, w/o Herceptin, NALA is inconsequential. TDM1/ner could be interesting though. Not sure when we'll see more.",Herceptin,Cancer,"['yeah', 'wo', 'inconsequenti', 'could', 'interest', 'though', 'sure', 'well', 'see']"
2286,"RT @benwodecki96: IPPro Patents | 
Chugai abandons lawsuit against Herceptin biosimilar | https://t.co/MsLbxwSxnQ https://t.co/0L1e97V33b",Herceptin,Cancer,['lawsuit']
2287,"IPPro Patents | 
Chugai abandons lawsuit against Herceptin biosimilar | https://t.co/MsLbxwSxnQ https://t.co/0L1e97V33b",Herceptin,Cancer,['lawsuit']
2288,"RT @Jessicaemerrill: There was that #EpiPen fiasco, but if $MYL can get copies of drugs like #Advair, #Symbicort, #Herceptin, #Humira, #Eylâ€¦",Herceptin,Cancer,"['fiasco', 'get', 'like']"
2289,RT @patesalo_e: Chugai abandons patent lawsuit Herceptin biosimilar - IPPro Patents https://t.co/vJ8b6y4KIp,Herceptin,Cancer,"['patent', 'lawsuit']"
2290,RT @lucieodonnell: So much to be grateful for. <f0><U+009F><U+0099><U+008F> Thank you Herceptin <f0><U+009F><U+0092><U+0089> for keeping me well. <f0><U+009F><U+0098><U+0083> #treatmentathomeâ€¦ https://t.co/Kzo16sgphr,Herceptin,Cancer,"['much', 'grate', 'thank', 'keep', 'well']"
2291,Chugai abandons patent lawsuit Herceptin biosimilar - IPPro Patents https://t.co/vJ8b6y4KIp,Herceptin,Cancer,"['patent', 'lawsuit']"
2292,"RT @ahighelevation: Celltrion receives CRLs for Rituxan, Herceptin biosimilars https://t.co/MIqD5A7EeA https://t.co/Hw6wcgsdze",Herceptin,Cancer,[]
2293,"Top Selling #Prescription #Drugs 
#Humira, #Eylea, #Revlimid, #Rituxan, #Enbrel, #Herceptin, #Eliquis, #Avastin, #Remicade, #Xarelto, #Januvia, #Lantus, #Prevnar13, 
Get #MedsMinders #Meds Reminder to remind you https://t.co/q0rW9bUyTc https://t.co/pi3glbrWqk",Avastin,Cancer,"['top', 'sell', 'prescript', 'get', 'remind', 'remind']"
2294,"Top Selling #Prescription #Drugs 
#Humira, #Eylea, #Revlimid, #Rituxan, #Enbrel, #Herceptin, #Eliquis, #Avastin, 
#MedsMinders #Meds Reminder won't let you miss taking your meds with alarms even personal voice recordings for #iphone #ipad #App https://t.co/q0rW9bUyTc https://t.co/bDWTKTDBkh",Avastin,Cancer,"['top', 'sell', 'prescript', 'remind', 'wont', 'let', 'miss', 'take', 'even', 'person', 'voic']"
2295,"INTERESTING--Dry+Wet AMD-Age Related Macular Degeneration
Wet AMD-Treated c Monthly Injections of 1of 3 drugs. 2MABS
AVASTIN-BeviacizurMAB--LUCENTIS-RanibizuMAB or Filbercept. 
No Cure, no known Cause. 
Are you treating it Autoimmune? Ruleout FUNGUS also c GLAUCOMA https://t.co/rRk0HMrKdT",Avastin,Cancer,"['relat', 'macular', 'degener', 'wet', 'c', 'monthli', 'cure', 'known', 'caus', 'treat', 'fungu', 'also', 'c', 'glaucoma']"
2296,"Top Selling #Prescription #Drugs 6) #Herceptin, 7) #Eliquis, 8) #Avastin, 9) #Remicade, 10) #Xarelto
#MedsMinders #Meds Reminder won't let you miss taking your meds with alarms even personal voice recordings for #iphone #ipad #App https://t.co/Cq85YbHHwn https://t.co/9eiQ7Gpv68",Avastin,Cancer,"['top', 'sell', 'prescript', 'remind', 'wont', 'let', 'miss', 'take', 'even', 'person', 'voic']"
2297,â€œ A occupation â€¦ [with] scarce characteristics â€¦â€ [1] is how AG Saugmandsgaard described this pillowcase. It link to the compromise of the European Fair Sanction (the AGCM) that definite demeanor poignant the cancelled-marker exercise of Avastin in contest with Luc ...,Avastin,Cancer,"['occup', 'scarc', 'pillowcas', 'link', 'compromis', 'fair', 'sanction', 'definit', 'demeanor', 'poignant', 'exercis', 'contest']"
2298,"Top Selling #Prescription #Drugs 6) #Herceptin, 7) #Eliquis, 8) #Avastin, 9) #Remicade, 10) #Xarelto
#MedsMinders #Meds Reminder won't let you miss taking your meds with alarms even personal voice recordings for #iphone #ipad #App https://t.co/JVmqvUl0qF https://t.co/epRlUhx7iC",Avastin,Cancer,"['top', 'sell', 'prescript', 'remind', 'wont', 'let', 'miss', 'take', 'even', 'person', 'voic']"
2299,"RT @KnowFakes: ""#Canada Drugs has made at least $78 million through #illegal imports, including two that were counterfeit versions of the #â€¦",Avastin,Cancer,"['canada', 'made', 'least', 'million', 'illeg', 'two', 'counterfeit']"
2300,@amitabhchandra2 Isn't this the Crux of the Lucentis/avastin dilemma/problem/ top off?,Avastin,Cancer,"['crux', 'top']"
2301,"@Healthline @Cheymarie_fit Hi Cheyann I have been following you on youtube, and wanted to know about avastin. I was diagnosed wth ovarian CA in 2016 and had taxil and carbo, I was in remission and 6 months later my Ca returned. They put me on Carbo, which",Avastin,Cancer,"['hi', 'follow', 'know', 'ovarian', 'ca', 'carbo', 'remiss', 'later', 'ca', 'return', 'put', 'carbo']"
2302,"Top Selling #Prescription #Drugs 
#Humira, #Eylea, #Revlimid, #Rituxan, #Enbrel, #Herceptin, #Eliquis, #Avastin, 
#MedsMinders #Meds Reminder won't let you miss taking your meds with alarms even personal voice recordings for #iphone #ipad #App https://t.co/Cq85YbHHwn https://t.co/UDBtAzc9Ti",Avastin,Cancer,"['top', 'sell', 'prescript', 'remind', 'wont', 'let', 'miss', 'take', 'even', 'person', 'voic']"
2303,@genentech My patients need Avastin and no one at your company can assist me. Please help!,Avastin,Cancer,"['need', 'one', 'compani', 'assist', 'pleas', 'help']"
2304,RT @AntibodyNews: Frequency of Bevacizumab and Ranibizumab Injections for Diabetic Macular Edema in Medicare Beneficiaries.: To describe thâ€¦,Avastin,Cancer,"['frequenc', 'diabet', 'macular', 'edema', 'describ', 'th']"
2305,"Top Selling #Prescription #Drugs 6) #Herceptin, 7) #Eliquis, 8) #Avastin, 9) #Remicade, 10) #Xarelto
#MedsMinders #Meds Reminder won't let you miss taking your meds with alarms even personal voice recordings for #iphone #ipad #App https://t.co/iaIuxWjFkx https://t.co/yk1NF6tTr4",Avastin,Cancer,"['top', 'sell', 'prescript', 'remind', 'wont', 'let', 'miss', 'take', 'even', 'person', 'voic']"
2306,"Top Selling #Prescription #Drugs 6) #Herceptin, 7) #Eliquis, 8) #Avastin, 9) #Remicade, 10) #Xarelto
#MedsMinders #Meds Reminder won't let you miss taking your meds with alarms even personal voice recordings for #iphone #ipad #App https://t.co/kUffx8XeUp https://t.co/AsJfEbv2h2",Avastin,Cancer,"['top', 'sell', 'prescript', 'remind', 'wont', 'let', 'miss', 'take', 'even', 'person', 'voic']"
2307,"Top Selling #Prescription #Drugs 
#Humira, #Eylea, #Revlimid, #Rituxan, #Enbrel, #Herceptin, #Eliquis, #Avastin, 
#MedsMinders #Meds Reminder won't let you miss taking your meds with alarms even personal voice recordings for #iphone #ipad #App https://t.co/kUffx8XeUp https://t.co/QaVoOh0gm8",Avastin,Cancer,"['top', 'sell', 'prescript', 'remind', 'wont', 'let', 'miss', 'take', 'even', 'person', 'voic']"
2308,"Top Selling #Prescription #Drugs 
#Humira, #Eylea, #Revlimid, #Rituxan, #Enbrel, #Herceptin, #Eliquis, #Avastin, #Remicade, #Xarelto, #Januvia, #Lantus, #Prevnar13, 
Get #MedsMinders #Meds Reminder to remind you https://t.co/q0rW9bUyTc https://t.co/RQwmTrzjZF",Avastin,Cancer,"['top', 'sell', 'prescript', 'get', 'remind', 'remind']"
2309,"Top Selling #Prescription #Drugs 
#Humira, #Eylea, #Revlimid, #Rituxan, #Enbrel, #Herceptin, #Eliquis, #Avastin, 
#MedsMinders #Meds Reminder won't let you miss taking your meds with alarms even personal voice recordings for #iphone #ipad #App https://t.co/q0rW9bUyTc https://t.co/VE3ZlbsQTl",Avastin,Cancer,"['top', 'sell', 'prescript', 'remind', 'wont', 'let', 'miss', 'take', 'even', 'person', 'voic']"
2310,"&amp; seriously - if they have a pipeline, we have biomarkers [targets] - beyond VEGF! -  [pure tumor spheres &amp; pure tumor spheres + Avastin/Bevacizumab]... and are happy to use our powers for good... https://t.co/y0RG4MUzhm",Avastin,Cancer,"['serious', 'pipelin', 'beyond', 'pure', 'tumor', 'pure', 'tumor', 'happi', 'use', 'good']"
2311,RT @ca_chung: Brain radionecrosis can be devastating. Support A221208 - Randomized trial investigating  bevacizumab (Avastin) for symptom iâ€¦,Avastin,Cancer,"['brain', 'radionecrosi', 'devast', 'support', 'trial', 'investig', 'symptom']"
2312,"@LisaMei62 VB-111, is a targeted anti-cancer biologic agent that is positioned to potentially treat a wide range of solid tumors indications.
  VB-111 in combination with bevacizumab (also known as Avastin) in  patients with recurrent glioblastoma. ( Who",Avastin,Cancer,"['target', 'anticanc', 'biolog', 'agent', 'posit', 'potenti', 'treat', 'wide', 'rang', 'solid', 'combin', 'also', 'known', 'recurr']"
2313,RT @deplorableson: @LisaMei62 VB-111 (not 111 V-B) is a new experimental drug to treat glioblastoma. Just got to phase 3 trials last month.â€¦,Avastin,Cancer,"['new', 'experiment', 'drug', 'treat', 'got', 'phase', 'last', 'month']"
2314,Frequency of Bevacizumab and Ranibizumab Injections for Diabetic Macular Edema in Medicare Beneficiaries.: To describe the frequency and variation of intravitreal bevacizumab Avastin; Genentech South San Francisco CA and ranibizumab Lucentis; Genentechâ€¦ https://t.co/GSdf0yBqVg,Avastin,Cancer,"['frequenc', 'diabet', 'macular', 'edema', 'describ', 'frequenc', 'variat', 'south', 'san', 'ca']"
2315,"@Sweet_C13 Thank you, I hope you are doing ok. My Mom did chemo &amp; now Avastin. I'm not really sure what the status is her CA125 count is still higher after surgery &amp; chemo",Avastin,Cancer,"['thank', 'hope', 'realli', 'sure', 'statu', 'ca', 'count', 'still', 'higher', 'surgeri']"
2316,"@DestroyIllusion Can you tell me what you think about this article and the 111-VB Qpost?
https://t.co/2q7FDlcJCf",Avastin,Cancer,"['tell', 'think', 'articl']"
2317,RT @ca_chung: Brain radionecrosis can be devastating. Support A221208 - Randomized trial investigating  bevacizumab (Avastin) for symptom iâ€¦,Avastin,Cancer,"['brain', 'radionecrosi', 'devast', 'support', 'trial', 'investig', 'symptom']"
2318,RT @ca_chung: Brain radionecrosis can be devastating. Support A221208 - Randomized trial investigating  bevacizumab (Avastin) for symptom iâ€¦,Avastin,Cancer,"['brain', 'radionecrosi', 'devast', 'support', 'trial', 'investig', 'symptom']"
2319,RT @deplorableson: @LisaMei62 VB-111 (not 111 V-B) is a new experimental drug to treat glioblastoma. Just got to phase 3 trials last month.â€¦,Avastin,Cancer,"['new', 'experiment', 'drug', 'treat', 'got', 'phase', 'last', 'month']"
2320,@gourmetpenguin I'm shocked by state of friend just starting Avastin. The treatment will kill her if the cancer doesnt<f0><U+009F><U+0098><U+00AA>,Avastin,Cancer,"['state', 'friend', 'start', 'treatment', 'kill', 'cancer']"
2321,RT @deplorableson: @LisaMei62 VB-111 (not 111 V-B) is a new experimental drug to treat glioblastoma. Just got to phase 3 trials last month.â€¦,Avastin,Cancer,"['new', 'experiment', 'drug', 'treat', 'got', 'phase', 'last', 'month']"
2322,RT @deplorableson: @LisaMei62 VB-111 (not 111 V-B) is a new experimental drug to treat glioblastoma. Just got to phase 3 trials last month.â€¦,Avastin,Cancer,"['new', 'experiment', 'drug', 'treat', 'got', 'phase', 'last', 'month']"
2323,Study: Avastin Copycat ABP 215 Found Helpful In Lung Cancer #lungcancer https://t.co/udWBP2G2uS,Avastin,Cancer,"['studi', 'copycat', 'found', 'help', 'lung', 'cancer']"
2324,RT @deplorableson: @LisaMei62 VB-111 (not 111 V-B) is a new experimental drug to treat glioblastoma. Just got to phase 3 trials last month.â€¦,Avastin,Cancer,"['new', 'experiment', 'drug', 'treat', 'got', 'phase', 'last', 'month']"
2325,RT @deplorableson: @LisaMei62 VB-111 (not 111 V-B) is a new experimental drug to treat glioblastoma. Just got to phase 3 trials last month.â€¦,Avastin,Cancer,"['new', 'experiment', 'drug', 'treat', 'got', 'phase', 'last', 'month']"
2326,RT @deplorableson: @LisaMei62 VB-111 (not 111 V-B) is a new experimental drug to treat glioblastoma. Just got to phase 3 trials last month.â€¦,Avastin,Cancer,"['new', 'experiment', 'drug', 'treat', 'got', 'phase', 'last', 'month']"
2327,"@LisaMei62 VB-111 (not 111 V-B) is a new experimental drug to treat glioblastoma. Just got to phase 3 trials last month. Guess who has glioblastoma? No name aka John McCain. I wonder if it could be related?

https://t.co/TooGxsUDly

https://t.co/pbSqN",Avastin,Cancer,"['new', 'experiment', 'drug', 'treat', 'got', 'phase', 'last', 'month', 'guess', 'name', 'aka', 'wonder', 'could', 'relat']"
2328,"@Jennythir @24hrswithcancer That's it, we must do the research. I understand we should play a part and we ask that we are involeved in decision making but we had to ask about SIRT and Avastin. I saw Ian Pedley think he does clinic at Freeman as well as Su",Avastin,Cancer,"['that', 'must', 'research', 'understand', 'play', 'part', 'ask', 'decis', 'make', 'ask', 'saw', 'think', 'clinic', 'freeman', 'well']"
2329,RT @ca_chung: Brain radionecrosis can be devastating. Support A221208 - Randomized trial investigating  bevacizumab (Avastin) for symptom iâ€¦,Avastin,Cancer,"['brain', 'radionecrosi', 'devast', 'support', 'trial', 'investig', 'symptom']"
2330,"#AACR18 @genentech highlights the best responding subgroups: EGFR/ALKc+, EGFR exon19 L858R del &amp; with liver Mets (HR 0.59, 0.42 &amp; 0.40 respectively) IMpower150 trial #Tecentriq #Atezo +#Avastin + chemo #combo #lungcancer. Details via @JohnCendpts @endpts https://t.co/80yKa9usDc",Avastin,Cancer,"['best', 'exon', 'liver', 'respect', 'trial', 'via']"
2331,"Well I had my eye checked again, no change. Avastin injection next friday, can stop the diamox in three days (FINALLY).",Avastin,Cancer,"['well', 'eye', 'check', 'chang', 'inject', 'next', 'stop', 'three', 'day', 'final']"
2332,@BiotechRadar @JacobPlieth Doesn't Avastin show an inverse dose response in an indication (is it breast cancer)? But for non-biologics (or very small biologics) I agree with @BiotechRadar that no dose response (in efficacy or safety - a la $BIIB &amp; adu,Avastin,Cancer,"['doesnt', 'show', 'invers', 'dose', 'respons', 'indic', 'breast', 'cancer', 'small', 'agre', 'dose', 'respons', 'efficaci', 'safeti', 'la']"
